data;temperatura;flag_t;umr;flag_umr;precipitazione;flag_prec;vvento;flag_vv;dvento;flag_dv;radsolare;flag_rad;pressione;flag_pres;
2022-01-01 00:00:00;10.24;1;73.74;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-01 01:00:00;10.16;1;77.98;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-01 02:00:00;10.66;1;82.97;1;0.00;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-01 03:00:00;9.52;1;91.94;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-01 04:00:00;8.54;1;94.72;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-01 05:00:00;8.78;1;95.84;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-01 06:00:00;8.87;1;95.71;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-01 07:00:00;8.91;1;94.21;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-01 08:00:00;8.83;1;91.63;1;0.00;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-01 09:00:00;8.33;1;87.46;1;0.00;1;NaN;6;NaN;6;36.38;1;NaN;6;
2022-01-01 10:00:00;9.51;1;86.66;1;0.00;1;NaN;6;NaN;6;54.80;1;NaN;6;
2022-01-01 11:00:00;10.83;1;87.80;1;0.00;1;NaN;6;NaN;6;97.46;1;NaN;6;
2022-01-01 12:00:00;11.11;1;89.08;1;0.00;1;NaN;6;NaN;6;158.89;1;NaN;6;
2022-01-01 13:00:00;12.29;1;85.16;1;0.00;1;NaN;6;NaN;6;143.14;1;NaN;6;
2022-01-01 14:00:00;12.03;1;83.03;1;0.00;1;NaN;6;NaN;6;43.14;1;NaN;6;
2022-01-01 15:00:00;12.80;1;79.48;1;0.00;1;NaN;6;NaN;6;34.47;1;NaN;6;
2022-01-01 16:00:00;13.41;1;77.30;1;0.00;1;NaN;6;NaN;6;22.86;1;NaN;6;
2022-01-01 17:00:00;12.93;1;79.03;1;0.00;1;NaN;6;NaN;6;6.61;1;NaN;6;
2022-01-01 18:00:00;12.56;1;81.77;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-01 19:00:00;12.39;1;76.40;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-01 20:00:00;12.12;1;71.28;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-01 21:00:00;11.67;1;70.55;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-01 22:00:00;10.65;1;73.62;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-01 23:00:00;10.01;1;77.22;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-02 00:00:00;10.08;1;77.53;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-02 01:00:00;9.14;1;77.66;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-02 02:00:00;9.34;1;79.74;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-02 03:00:00;9.76;1;84.42;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-02 04:00:00;9.66;1;86.09;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-02 05:00:00;9.31;1;84.95;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-02 06:00:00;8.51;1;83.63;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-02 07:00:00;8.04;1;82.50;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-02 08:00:00;8.99;1;75.65;1;0.00;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-02 09:00:00;9.21;1;74.06;1;0.00;1;NaN;6;NaN;6;36.13;1;NaN;6;
2022-01-02 10:00:00;10.26;1;71.50;1;0.00;1;NaN;6;NaN;6;54.49;1;NaN;6;
2022-01-02 11:00:00;11.07;1;73.49;1;0.00;1;NaN;6;NaN;6;59.95;1;NaN;6;
2022-01-02 12:00:00;11.61;1;77.59;1;0.00;1;NaN;6;NaN;6;153.80;1;NaN;6;
2022-01-02 13:00:00;13.39;1;74.19;1;0.00;1;NaN;6;NaN;6;150.06;1;NaN;6;
2022-01-02 14:00:00;12.44;1;78.16;1;0.00;1;NaN;6;NaN;6;43.71;1;NaN;6;
2022-01-02 15:00:00;12.59;1;80.45;1;0.00;1;NaN;6;NaN;6;34.84;1;NaN;6;
2022-01-02 16:00:00;12.46;1;82.88;1;0.00;1;NaN;6;NaN;6;23.61;1;NaN;6;
2022-01-02 17:00:00;12.14;1;85.43;1;0.00;1;NaN;6;NaN;6;7.10;1;NaN;6;
2022-01-02 18:00:00;11.53;1;88.03;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-02 19:00:00;11.02;1;89.63;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-02 20:00:00;10.78;1;87.10;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-02 21:00:00;10.80;1;79.57;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-02 22:00:00;10.40;1;79.87;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-02 23:00:00;9.79;1;80.56;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-03 00:00:00;9.23;1;79.39;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-03 01:00:00;9.09;1;80.10;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-03 02:00:00;9.30;1;80.08;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-03 03:00:00;8.82;1;80.59;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-03 04:00:00;8.78;1;80.65;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-03 05:00:00;8.93;1;79.48;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-03 06:00:00;8.80;1;79.74;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-03 07:00:00;8.76;1;79.98;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-03 08:00:00;8.92;1;79.04;1;0.00;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-03 09:00:00;9.52;1;76.75;1;0.00;1;NaN;6;NaN;6;37.86;1;NaN;6;
2022-01-03 10:00:00;11.10;1;72.12;1;0.00;1;NaN;6;NaN;6;88.73;1;NaN;6;
2022-01-03 11:00:00;12.47;1;66.52;1;0.00;1;NaN;6;NaN;6;72.31;1;NaN;6;
2022-01-03 12:00:00;13.21;1;64.98;1;0.00;1;NaN;6;NaN;6;147.46;1;NaN;6;
2022-01-03 13:00:00;14.15;1;59.67;1;0.00;1;NaN;6;NaN;6;161.38;1;NaN;6;
2022-01-03 14:00:00;13.81;1;64.56;1;0.00;1;NaN;6;NaN;6;134.93;1;NaN;6;
2022-01-03 15:00:00;13.12;1;65.50;1;0.00;1;NaN;6;NaN;6;81.55;1;NaN;6;
2022-01-03 16:00:00;12.93;1;60.89;1;0.00;1;NaN;6;NaN;6;27.62;1;NaN;6;
2022-01-03 17:00:00;12.21;1;62.67;1;0.00;1;NaN;6;NaN;6;6.94;1;NaN;6;
2022-01-03 18:00:00;11.67;1;67.22;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-03 19:00:00;11.15;1;72.22;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-03 20:00:00;10.25;1;75.83;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-03 21:00:00;9.79;1;78.89;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-03 22:00:00;9.99;1;79.62;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-03 23:00:00;10.27;1;78.70;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-04 00:00:00;10.01;1;78.40;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-04 01:00:00;8.91;1;80.97;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-04 02:00:00;8.32;1;83.69;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-04 03:00:00;8.42;1;84.14;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-04 04:00:00;8.18;1;84.34;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-04 05:00:00;8.04;1;84.97;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-04 06:00:00;8.07;1;85.60;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-04 07:00:00;7.97;1;85.69;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-04 08:00:00;8.27;1;85.64;1;0.00;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-04 09:00:00;9.04;1;83.72;1;0.00;1;NaN;6;NaN;6;33.64;1;NaN;6;
2022-01-04 10:00:00;11.05;1;77.87;1;0.00;1;NaN;6;NaN;6;57.92;1;NaN;6;
2022-01-04 11:00:00;12.76;1;73.12;1;0.00;1;NaN;6;NaN;6;65.82;1;NaN;6;
2022-01-04 12:00:00;13.89;1;73.83;1;0.00;1;NaN;6;NaN;6;159.21;1;NaN;6;
2022-01-04 13:00:00;17.00;1;58.19;1;0.00;1;NaN;6;NaN;6;154.84;1;NaN;6;
2022-01-04 14:00:00;16.86;1;51.71;1;0.00;1;NaN;6;NaN;6;51.73;1;NaN;6;
2022-01-04 15:00:00;17.02;1;49.56;1;0.00;1;NaN;6;NaN;6;45.39;1;NaN;6;
2022-01-04 16:00:00;16.40;1;52.00;1;0.00;1;NaN;6;NaN;6;33.96;1;NaN;6;
2022-01-04 17:00:00;15.71;1;57.97;1;0.00;1;NaN;6;NaN;6;12.13;1;NaN;6;
2022-01-04 18:00:00;14.51;1;66.94;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-04 19:00:00;13.31;1;72.31;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-04 20:00:00;12.46;1;77.07;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-04 21:00:00;11.72;1;78.97;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-04 22:00:00;11.21;1;79.59;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-04 23:00:00;10.55;1;82.33;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-05 00:00:00;10.22;1;84.30;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-05 01:00:00;9.56;1;85.42;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-05 02:00:00;9.20;1;86.34;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-05 03:00:00;9.76;1;85.03;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-05 04:00:00;10.13;1;85.24;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-05 05:00:00;10.05;1;85.88;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-05 06:00:00;9.68;1;87.17;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-05 07:00:00;10.00;1;87.42;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-05 08:00:00;9.83;1;89.11;1;0.00;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-05 09:00:00;10.00;1;88.23;1;0.00;1;NaN;6;NaN;6;36.30;1;NaN;6;
2022-01-05 10:00:00;11.66;1;82.35;1;0.00;1;NaN;6;NaN;6;55.45;1;NaN;6;
2022-01-05 11:00:00;13.57;1;76.95;1;0.00;1;NaN;6;NaN;6;64.17;1;NaN;6;
2022-01-05 12:00:00;15.42;1;68.01;1;0.00;1;NaN;6;NaN;6;159.97;1;NaN;6;
2022-01-05 13:00:00;17.57;1;59.72;1;0.00;1;NaN;6;NaN;6;158.81;1;NaN;6;
2022-01-05 14:00:00;17.58;1;58.64;1;0.00;1;NaN;6;NaN;6;43.73;1;NaN;6;
2022-01-05 15:00:00;17.27;1;57.99;1;0.00;1;NaN;6;NaN;6;35.44;1;NaN;6;
2022-01-05 16:00:00;16.56;1;61.45;1;0.00;1;NaN;6;NaN;6;25.59;1;NaN;6;
2022-01-05 17:00:00;15.31;1;67.84;1;0.00;1;NaN;6;NaN;6;8.11;1;NaN;6;
2022-01-05 18:00:00;14.13;1;72.38;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-05 19:00:00;13.24;1;77.37;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-05 20:00:00;13.03;1;79.74;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-05 21:00:00;12.47;1;80.78;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-05 22:00:00;12.60;1;73.86;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-05 23:00:00;12.76;1;66.08;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-06 00:00:00;12.92;1;62.61;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-06 01:00:00;12.56;1;67.77;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-06 02:00:00;12.74;1;67.08;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-06 03:00:00;12.64;1;65.31;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-06 04:00:00;12.38;1;65.87;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-06 05:00:00;12.53;1;63.17;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-06 06:00:00;12.64;1;63.05;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-06 07:00:00;12.47;1;64.05;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-06 08:00:00;12.47;1;66.25;1;0.00;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-06 09:00:00;12.13;1;67.70;1;0.00;1;NaN;6;NaN;6;17.29;1;NaN;6;
2022-01-06 10:00:00;12.46;1;70.06;1;0.00;1;NaN;6;NaN;6;57.39;1;NaN;6;
2022-01-06 11:00:00;13.07;1;70.56;1;0.00;1;NaN;6;NaN;6;111.86;1;NaN;6;
2022-01-06 12:00:00;13.90;1;68.49;1;0.00;1;NaN;6;NaN;6;127.03;1;NaN;6;
2022-01-06 13:00:00;14.64;1;66.28;1;0.00;1;NaN;6;NaN;6;126.55;1;NaN;6;
2022-01-06 14:00:00;14.97;1;66.76;1;0.00;1;NaN;6;NaN;6;153.39;1;NaN;6;
2022-01-06 15:00:00;13.87;1;73.94;1;0.00;1;NaN;6;NaN;6;103.26;1;NaN;6;
2022-01-06 16:00:00;13.67;1;77.32;1;0.00;1;NaN;6;NaN;6;54.71;1;NaN;6;
2022-01-06 17:00:00;13.12;1;77.73;1;0.00;1;NaN;6;NaN;6;14.04;1;NaN;6;
2022-01-06 18:00:00;12.71;1;76.79;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-06 19:00:00;12.04;1;80.05;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-06 20:00:00;11.81;1;80.36;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-06 21:00:00;11.76;1;79.73;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-06 22:00:00;11.90;1;79.32;1;1.20;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-06 23:00:00;11.63;1;82.47;1;0.20;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-07 00:00:00;11.33;1;81.98;1;0.00;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-07 01:00:00;10.96;1;81.52;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-07 02:00:00;10.11;1;83.23;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-07 03:00:00;9.96;1;83.70;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-07 04:00:00;9.97;1;82.70;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-07 05:00:00;9.62;1;82.57;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-07 06:00:00;9.49;1;81.35;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-07 07:00:00;9.51;1;79.78;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-07 08:00:00;9.47;1;78.91;1;0.00;1;NaN;6;NaN;6;6.47;1;NaN;6;
2022-01-07 09:00:00;9.78;1;77.29;1;0.00;1;NaN;6;NaN;6;51.01;1;NaN;6;
2022-01-07 10:00:00;10.52;1;74.39;1;0.00;1;NaN;6;NaN;6;104.09;1;NaN;6;
2022-01-07 11:00:00;10.68;1;72.52;1;0.00;1;NaN;6;NaN;6;53.47;1;NaN;6;
2022-01-07 12:00:00;11.18;1;72.09;1;0.00;1;NaN;6;NaN;6;93.56;1;NaN;6;
2022-01-07 13:00:00;11.34;1;74.19;1;0.00;1;NaN;6;NaN;6;103.78;1;NaN;6;
2022-01-07 14:00:00;10.78;1;82.98;1;0.80;1;NaN;6;NaN;6;52.94;1;NaN;6;
2022-01-07 15:00:00;10.79;1;87.36;1;0.00;1;NaN;6;NaN;6;55.86;1;NaN;6;
2022-01-07 16:00:00;10.80;1;89.73;1;0.00;1;NaN;6;NaN;6;34.70;1;NaN;6;
2022-01-07 17:00:00;10.54;1;91.61;1;1.40;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-07 18:00:00;10.51;1;93.81;1;1.20;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-07 19:00:00;10.39;1;94.74;1;0.20;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-07 20:00:00;10.75;1;86.21;1;0.00;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-07 21:00:00;11.61;1;69.26;1;0.00;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-07 22:00:00;10.74;1;77.25;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-07 23:00:00;9.74;1;86.57;1;0.20;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-08 00:00:00;9.48;1;86.63;1;0.60;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-08 01:00:00;9.24;1;86.53;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-08 02:00:00;8.98;1;84.59;1;0.00;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-08 03:00:00;8.81;1;83.30;1;0.00;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-08 04:00:00;8.48;1;85.02;1;0.20;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-08 05:00:00;8.36;1;85.89;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-08 06:00:00;8.25;1;85.47;1;0.20;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-08 07:00:00;8.10;1;86.42;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-08 08:00:00;8.18;1;85.69;1;0.20;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-08 09:00:00;8.14;1;83.82;1;0.00;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-08 10:00:00;8.42;1;82.04;1;0.00;1;NaN;6;NaN;6;21.42;1;NaN;6;
2022-01-08 11:00:00;8.89;1;80.87;1;0.00;1;NaN;6;NaN;6;90.35;1;NaN;6;
2022-01-08 12:00:00;9.48;1;78.49;1;0.00;1;NaN;6;NaN;6;152.24;1;NaN;6;
2022-01-08 13:00:00;9.99;1;75.04;1;0.00;1;NaN;6;NaN;6;163.84;1;NaN;6;
2022-01-08 14:00:00;10.78;1;70.82;1;0.00;1;NaN;6;NaN;6;156.57;1;NaN;6;
2022-01-08 15:00:00;10.94;1;67.12;1;0.00;1;NaN;6;NaN;6;76.30;1;NaN;6;
2022-01-08 16:00:00;10.74;1;67.89;1;0.00;1;NaN;6;NaN;6;81.73;1;NaN;6;
2022-01-08 17:00:00;10.27;1;70.23;1;0.00;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-08 18:00:00;8.83;1;82.17;1;1.20;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-08 19:00:00;9.11;1;86.31;1;0.20;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-08 20:00:00;8.21;1;86.39;1;0.00;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-08 21:00:00;7.74;1;86.41;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-08 22:00:00;7.47;1;85.33;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-08 23:00:00;7.40;1;82.03;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-09 00:00:00;7.26;1;76.88;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-09 01:00:00;7.14;1;72.32;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-09 02:00:00;6.68;1;69.24;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-09 03:00:00;6.39;1;68.54;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-09 04:00:00;5.85;1;68.43;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-09 05:00:00;5.30;1;69.03;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-09 06:00:00;5.05;1;69.57;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-09 07:00:00;4.88;1;69.75;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-09 08:00:00;4.85;1;67.25;1;0.00;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-09 09:00:00;5.67;1;63.80;1;0.00;1;NaN;6;NaN;6;60.15;1;NaN;6;
2022-01-09 10:00:00;7.52;1;58.92;1;0.00;1;NaN;6;NaN;6;112.58;1;NaN;6;
2022-01-09 11:00:00;9.67;1;48.54;1;0.00;1;NaN;6;NaN;6;166.26;1;NaN;6;
2022-01-09 12:00:00;10.67;1;47.23;1;0.00;1;NaN;6;NaN;6;199.11;1;NaN;6;
2022-01-09 13:00:00;11.53;1;49.36;1;0.00;1;NaN;6;NaN;6;143.87;1;NaN;6;
2022-01-09 14:00:00;10.71;1;45.48;1;0.00;1;NaN;6;NaN;6;73.53;1;NaN;6;
2022-01-09 15:00:00;10.89;1;44.22;1;0.00;1;NaN;6;NaN;6;56.14;1;NaN;6;
2022-01-09 16:00:00;10.74;1;45.16;1;0.00;1;NaN;6;NaN;6;64.52;1;NaN;6;
2022-01-09 17:00:00;10.59;1;48.80;1;0.00;1;NaN;6;NaN;6;14.34;1;NaN;6;
2022-01-09 18:00:00;9.68;1;58.47;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-09 19:00:00;9.29;1;65.28;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-09 20:00:00;8.89;1;65.46;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-09 21:00:00;8.42;1;67.96;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-09 22:00:00;8.10;1;75.13;1;0.20;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-09 23:00:00;7.53;1;82.53;1;0.80;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-10 00:00:00;7.24;1;87.00;1;0.80;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-10 01:00:00;7.44;1;89.92;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-10 02:00:00;7.63;1;92.04;1;0.40;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-10 03:00:00;7.57;1;92.99;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-10 04:00:00;7.21;1;93.26;1;0.40;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-10 05:00:00;6.80;1;92.92;1;0.00;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-10 06:00:00;6.66;1;92.71;1;0.40;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-10 07:00:00;6.82;1;92.96;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-10 08:00:00;6.94;1;93.47;1;1.00;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-10 09:00:00;7.10;1;94.69;1;1.00;1;NaN;6;NaN;6;6.45;1;NaN;6;
2022-01-10 10:00:00;7.39;1;95.68;1;3.00;1;NaN;6;NaN;6;11.79;1;NaN;6;
2022-01-10 11:00:00;7.57;1;96.64;1;6.20;1;NaN;6;NaN;6;11.01;1;NaN;6;
2022-01-10 12:00:00;7.23;1;97.02;1;6.00;1;NaN;6;NaN;6;16.00;1;NaN;6;
2022-01-10 13:00:00;8.16;1;97.27;1;2.20;1;NaN;6;NaN;6;28.61;1;NaN;6;
2022-01-10 14:00:00;7.86;1;96.71;1;4.00;1;NaN;6;NaN;6;13.19;1;NaN;6;
2022-01-10 15:00:00;7.20;1;97.04;1;3.20;1;NaN;6;NaN;6;8.37;1;NaN;6;
2022-01-10 16:00:00;7.15;1;97.31;1;2.00;1;NaN;6;NaN;6;7.81;1;NaN;6;
2022-01-10 17:00:00;7.41;1;97.42;1;1.00;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-10 18:00:00;7.78;1;97.54;1;0.80;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-10 19:00:00;8.13;1;96.50;1;0.20;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-10 20:00:00;8.95;1;93.89;1;1.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-10 21:00:00;8.83;1;92.39;1;1.20;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-10 22:00:00;8.54;1;93.35;1;0.60;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-10 23:00:00;9.39;1;92.46;1;2.00;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-11 00:00:00;10.82;1;75.53;1;0.00;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-11 01:00:00;11.20;1;67.51;1;0.00;1;NaN;6;NaN;6;0.00;5;NaN;6;
2022-01-11 02:00:00;11.36;1;66.71;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-11 03:00:00;11.63;1;68.35;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-11 04:00:00;12.02;1;66.44;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-11 05:00:00;11.94;1;65.45;1;0.00;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-11 06:00:00;11.07;1;70.07;1;0.20;1;NaN;6;NaN;6;0.00;1;NaN;6;
2022-01-11 07:00:00;10.57;1;70.67;1;0.20;1;NaN;6;NaN;6;0.00;1;NaN;6;
